FIPS,County,State,Total.Pop.2023,Sex.Ratio.2023,Sex.Ratio.2013,Sex.Ratio.2003,Sex.Ratio.Age.0.19.2023,Sex.Ratio.Age.20.39.2023,Sex.Ratio.Age.40.59.2023,Sex.Ratio.Age.60.79.2023,Sex.Ratio.Age.80plus.2023
1001,Autauga County,Alabama,60342,94.24432641,94.43970724,94.69049138,105.8579644,94.7300936,93.97097134,87.12494047,63.75087474
1003,Baldwin County,Alabama,253507,94.99038535,95.28924874,95.66640887,104.7845207,97.51176387,93.27841061,89.1663683,79.91867376
1005,Barbour County*,Alabama,24585,113.4299852,114.5007167,110.6612396,103.3699634,154.4977814,128.2740348,87.06081081,63.27683616
1007,Bibb County*,Alabama,21868,111.5302766,116.2985017,106.9356748,103.3876501,140.6995885,121.8133536,90.56284384,60.48526863
1009,Blount County,Alabama,59816,98.98868929,97.44029058,99.83266399,103.3541554,103.2420749,99.96075867,94.19743783,73.71273713
1011,Bullock County*,Alabama,9897,123.056119,119.5421436,117.3084328,112.571977,169.373073,144.5771144,91.63732394,51.60142349
1013,Butler County,Alabama,18382,87.89737299,87.1127861,89.1091848,110.4274307,89.19043238,83.35388409,82.63246426,47.23467862
1015,Calhoun County,Alabama,116429,94.01599733,93.02772668,92.34685043,103.9186821,98.59006457,95.57808759,84.72468917,56.39677532
1017,Chambers County,Alabama,34079,89.46461333,91.94310132,90.98123324,100.3041825,92.85367039,89.02358387,84.54545455,56.1049445
1019,Cherokee County,Alabama,25666,100,99.02845777,96.86146302,108.2971158,100.4867091,103.5525086,95.39634977,77.6298269
1021,Chilton County,Alabama,46431,96.6415382,97.40283245,97.6855431,100.0328623,100.8053221,100.8782504,88.49380743,68.43156843
1023,Choctaw County,Alabama,12252,90.93034128,91.74180621,90.32177288,110.8816521,93.29268293,89.6965866,82.10757409,67.87330317
1025,Clarke County,Alabama,22337,90.00510378,89.96597353,90.42493316,102.7139088,88.93412287,90.23638232,86.60550459,60.6340819
1027,Clay County,Alabama,14111,95.01105583,95.10917031,95.50389755,104.8717949,93.69202226,98.25136612,94.08385985,59.01639344
1029,Cleburne County,Alabama,15639,98.3134669,98.06903849,99.56974323,103.060166,105.3881808,101.8054162,88.90097933,70.75
1031,Coffee County,Alabama,55643,98.28593828,97.95719084,95.9818044,104.4556536,104.8875562,100.8547009,87.90059983,62.58768511
1033,Colbert County,Alabama,58361,92.19192518,92.51871205,92.77959126,101.1918951,96.52402714,93.0891592,84.60795141,66.74473068
1035,Conecuh County,Alabama,11174,93.69041428,92.54399046,91.45628298,104.4628099,95.88477366,90.0862069,92.4516129,71.89054726
1037,Coosa County,Alabama,10268,102.285264,102.1192529,100.2813929,107.7537058,113.9318885,98.52616065,97.56254009,90.76433121
1039,Covington County,Alabama,37952,93.06134907,93.30334322,92.21415035,105.380169,94.82559483,93.58072084,90.97791798,52.99206921
1041,Crenshaw County,Alabama,13101,96.32848794,94.97324697,90.30354132,110.9833972,95.87894398,91.42171566,95.41343669,58.99705015
1043,Cullman County,Alabama,92016,99.19038857,98.23117553,97.88247214,106.4762782,104.8510174,101.8204204,90.5031091,65.48785684
1045,Dale County,Alabama,49871,96.28842445,98.27503785,98.82328823,104.2965595,103.0899727,91.97363974,89.83360761,68.86715566
1047,Dallas County,Alabama,36165,87.09260217,86.48540584,84.45466982,108.6339044,85.92,79.9143469,80.5601318,61.73212487
1049,DeKalb County,Alabama,72569,99.96417845,97.67513171,96.97638359,107.2005237,105.1417814,100.2402271,93.17340819,63.39668915
1051,Elmore County*,Alabama,90441,94.71871165,94.04862299,102.4125975,107.120743,97.72447219,91.49893634,87.59532283,65.28442318
1053,Escambia County,Alabama,36558,100,106.0058913,104.1282436,105.5961626,113.3068288,107.2443833,84.23809524,55.97365945
1055,Etowah County,Alabama,103241,94.33965816,93.87130487,92.19489386,107.8649789,96.09356353,94.56850173,86.36218969,61.17601246
1057,Fayette County,Alabama,15967,97.39151935,98.77126654,93.93100511,110.1449275,96.0385439,102.2501308,88.98721731,71.36929461
1059,Franklin County,Alabama,31802,100.2140519,99.98098618,97.01435161,106.0877773,105.3995091,104.845815,89.48317308,67.2979798
1061,Geneva County,Alabama,26988,96.2478185,96.05350187,94.45633889,104.0880503,100.5964215,98.30118054,91.84666869,57.55667506
1063,Greene County,Alabama,7341,87.03184713,90.54672185,89.29411765,90.50772627,102.0330368,86.74418605,78.28054299,68.16479401
1065,Hale County,Alabama,14888,89.58359862,88.89852559,103.730078,107.0341207,87.00417537,81.15154807,90.30612245,56.67447307
1067,Henry County,Alabama,17899,92.48306269,93.50429282,91.02174421,102.2132797,94.00206825,92.64521521,88.40639082,69.06077348
1069,Houston County,Alabama,108462,92.01232142,92.23050671,90.82710857,107.3395907,92.01611163,91.27670215,84.02186646,60.88362069
1071,Jackson County,Alabama,53467,97.65258216,96.866171,95.41750411,107.2547684,100.0326424,101.0180337,90.72256913,64.89655172
1073,Jefferson County,Alabama,662895,90.07251426,89.99210366,89.66604089,102.1673231,91.37722261,90.46371307,81.16180849,55.98312784
1075,Lamar County,Alabama,13661,97.81349551,95.05901729,94.27687548,108.4390863,102.5552486,96.83098592,93.64801865,65.8008658
1077,Lauderdale County,Alabama,96814,92.61101385,91.39653962,91.79293765,100.1158955,96.79932778,95.16057684,86.51206411,59.67852257
1079,Lawrence County,Alabama,33502,95.90667212,95.07872872,96.08200456,106.549314,99.37201708,96.4075915,87.58741259,67.11003628
1081,Lee County,Alabama,183215,97.23654606,97.96439982,97.23215905,104.0598385,100.9508389,95.48087008,89.01989683,67.090301
1083,Limestone County,Alabama,114654,100.6966811,101.5458893,103.5108813,102.3071271,107.0739097,105.1192779,92.34844537,63.79834854
1085,Lowndes County,Alabama,9717,90.67896389,90.23911492,90.61604585,106.0070671,95.785777,91.55737705,80.43310131,55.44871795
1087,Macon County,Alabama,18370,82.80425913,85.43113828,85.35765723,96.19440624,83.63171355,81.73122908,77.51312071,54.1740675
1089,Madison County,Alabama,412600,97.03821854,95.71833499,95.33825082,103.4475786,102.5727207,95.7107184,90.47517174,65.19466073
1091,Marengo County,Alabama,18684,90.30352414,88.6451008,89.34220762,102.0327,94.72743521,86.34881826,85.09719222,63.50364964
1093,Marion County,Alabama,29244,99.39997273,98.94681411,98.45541929,106.25,107.515528,102.4959305,91.98408186,65.49295775
1095,Marshall County,Alabama,100756,98.31515963,97.08825065,95.24942279,104.4821926,103.635437,101.9354839,87.82809612,63.56418174
1097,Mobile County,Alabama,411640,91.39103023,91.93615699,91.65352888,102.7105761,92.60513439,90.34737046,84.33582869,61.76533447
1099,Monroe County,Alabama,19229,91.75309134,91.74883238,92.51144539,108.9127392,91.25,87.54925138,88.9197776,61.46010187
1101,Montgomery County,Alabama,224980,88.44124299,89.87352305,90.7071366,104.0354962,89.43349986,85.19854332,77.92032134,59.37625755
1103,Morgan County,Alabama,125133,98.16143285,96.89599526,96.15310771,104.7407407,104.1988352,100.5971838,87.95743763,69.16748931
1105,Perry County,Alabama,7738,86.63772311,88.62478778,85.26506421,108.1256771,91.22055675,81.05369807,77.33990148,54.70383275
1107,Pickens County*,Alabama,18688,103.6617262,92.57633207,90.42343442,118.1364393,122.3080418,96.02595296,88.59728507,73.38709677
1109,Pike County,Alabama,33137,91.27799584,92.08637192,90.46693867,95.33128979,97.00481369,87.58351893,87.03408729,60.69986541
1111,Randolph County,Alabama,22786,96.02546456,94.28694528,93.78157115,104.5048399,96.29483642,96.58738366,94.56214689,64.67065868
1113,Russell County,Alabama,58744,90.59732001,96.3061299,90.99282719,104.7362897,89.87280436,90.12048193,82.93580919,49.55175224
1115,St. Clair County,Alabama,95552,98.19543258,99.56278053,102.4140995,108.8422392,104.045742,99.52301455,86.79262758,63.98601399
1117,Shelby County,Alabama,233000,94.81116694,94.68627152,96.48296803,103.3424619,95.31649453,97.1343998,87.2999234,67.00478469
1119,Sumter County,Alabama,11727,85.40711462,82.75344522,83.32240724,99.0990991,85.51650692,83.94957983,83.52112676,45.93908629
1121,Talladega County,Alabama,81132,94.6731932,94.23795805,96.72468742,99.78103788,100.7483536,95.72217542,88.47326692,65.78289145
1123,Tallapoosa County,Alabama,40677,95.58130589,94.39022079,92.25125438,105.2680653,97.63991908,90.87452471,93.09065206,85.1754386
1125,Tuscaloosa County,Alabama,237373,92.90776107,93.48581216,92.7381623,98.96292217,95.68974743,92.6942319,86.13155688,58.16420664
1127,Walker County,Alabama,64728,95.11077619,95.31727886,93.74407847,104.9598368,100.1048905,99.18871692,84.58921371,58.39499146
1129,Washington County,Alabama,15022,96.9840021,95.90724638,95.57492827,107.8558771,104.1691843,93.30587024,89.96378686,73.20099256
1131,Wilcox County,Alabama,9944,87.33986436,90.44771018,85.79537185,93.81028939,101.5454545,80.09259259,86.84807256,47.82608696
1133,Winston County,Alaska,23611,99.11452184,97.10723598,95.98419482,107.7319588,99.92193599,104.3172691,95.15171504,62.86472149
2013,Aleutians East Borough,Alaska,3461,236.0194175,219.5984704,191.1830357,123.7623762,382.7004219,232.6315789,125.7281553,318.1818182
2016,Aleutians West Census Area,Alaska,5160,239.2504931,206.4721485,180.6063774,118.5840708,292.0940171,260.8474576,205.9090909,70.58823529
2020,Anchorage Municipality,Alaska,286075,104.6916478,104.6024024,102.5130835,105.3751682,112.1372526,103.7062581,97.37299355,70.53364269
2050,Bethel Census Area,Alaska,18224,112.4009324,107.9683131,113.5606255,109.4509451,111.8998769,121.0656753,113.2541133,74.50980392
2060,Bristol Bay Borough,Alaska,844,127.4932615,119.124424,117.9487179,104.2105263,125,168.5714286,138.5542169,69.56521739
2063,Chugach Census Area,Alaska,6769,116.4002558,NA,NA,109.1612903,121.5613383,126.5077139,113.5935397,75.55555556
2066,Copper River Census Area,Alaska,2674,116.8694242,NA,NA,106.162465,111.1111111,134.9090909,122.9166667,90.38461538
2068,Denali Borough,Alaska,1584,122.1598878,117.8251121,130.3482587,100.6535948,138.6243386,110.5932203,144.6280992,135.7142857
2070,Dillingham Census Area,Alaska,4607,109.0290381,108.8087248,106.859821,106.0160428,121.7537943,105.7077626,102.6315789,77.77777778
2090,Fairbanks North Star Borough,Alaska,94840,116.8961259,115.8348302,109.1592197,108.0339703,135.0626496,112.009436,108.2043556,76.92307692
2100,Haines Borough,Alaska,2070,108.040201,99.06614786,101.8372703,100,110.6598985,113.7096774,114.9350649,56.25
2105,Hoonah-Angoon Census Area,Alaska,2262,120.0389105,117.4717369,114.0366972,103.960396,126.8041237,122.5680934,126.9461078,95.12195122
2110,Juneau City and Borough,Alaska,31555,104.1866184,103.878151,101.8789144,104.6572935,105.7564225,107.0774561,103.83318,69.1011236
2122,Kenai Peninsula Borough,Alaska,61223,108.9450872,109.2717663,109.0483811,107.8699141,112.2644245,111.1477762,106.1780822,98.83495146
2130,Ketchikan Gateway Borough,Alaska,13738,109.6124504,105.6962974,103.8171464,109.6503497,113.7449039,111.5712546,106.3164894,88.88888889
2150,Kodiak Island Borough,Alaska,12565,113.508921,114.3422053,111.4092881,111.9812584,119.8656967,106.5634218,123.6891386,55
2158,Kusilvak Census Area,Alaska,8001,113.9304813,110.8965882,NA,118.0998196,113.7195122,115.8677686,105.6561086,21.73913043
2164,Lake and Peninsula Borough,Alaska,1331,101.3615734,108.375,115.6889495,86.75799087,106.0810811,112.3376623,113.2231405,68.42105263
2170,Matanuska-Susitna Borough,Alaska,115239,110.4706591,108.816099,108.6362934,109.4396836,116.0153836,112.8516768,103.4802562,91.24797407
2180,Nome Census Area,Alaska,9763,109.4165594,112.8781331,115.8325538,101.814059,112.7853881,114.055794,121.4527027,68.33333333
2185,North Slope Borough,Alaska,10603,176.1197917,163.3674018,109.8240469,104.7349823,193.0581614,291.1167513,174.4094488,68.25396825
2188,Northwest Arctic Borough,Alaska,7361,111.4622235,117.9740406,115.314252,104.6070461,118.5310734,128.2430213,106.4748201,65.95744681
2195,Petersburg Borough,Alaska,3427,112.9894344,111.096857,113.1296892,95.12820513,118.7341772,123.8356164,119.1709845,90.4109589
2198,Prince of Wales-Hyder Census Area,Alaska,5696,119.8379004,121.1320755,121.1815002,128.6189684,102.2151899,123.2114467,121.6296296,166.6666667
2220,Sitka City and Borough,Alaska,8282,106.2250996,102.9631305,101.9292605,116.9191919,108.2407407,108.9552239,100.2107482,65.78947368
2230,Skagway Municipality,Alaska,1095,110.982659,112.4223602,115.270936,111.627907,112.0300752,109.3567251,125.2525253,66.66666667
2240,Southeast Fairbanks Census Area,Alaska,7077,131.6530278,125.1369642,103.7209302,102.6998962,150.5479452,149.8579545,135.7019064,118.5185185
2275,Wrangell City and Borough,Alaska,2064,109.3306288,106.2342039,109.0239411,89.04109589,113.6363636,119.9004975,120.1986755,81.81818182
2282,Yakutat City and Borough,Alaska,687,134.4709898,126.8292683,147.7508651,77.77777778,135.2941176,183.3333333,165.0793651,93.33333333
2290,Yukon-Koyukuk Census Area,Arizona,5129,116.1399073,116.8486739,116.1069225,103.2214765,128.1481481,122.2440945,122.9038855,80.21978022
4001,Apache County,Arizona,65036,97.93651277,98.43604236,99.71508298,101.4986968,105.9949303,98.44468488,88.83667948,70.93889717
4003,Cochise County,Arizona,124640,102.2621424,104.0116508,101.4576135,105.4870083,116.6691992,102.9876322,91.05878289,89.61973279
4005,Coconino County,Arizona,144472,98.03163637,97.88219626,99.38389946,98.37021694,97.72857729,104.4420295,94.61127418,76.40398551
4007,Gila County,Arizona,54003,99.60450933,98.20881011,97.1913377,107.2248354,103.0415286,99.74633086,94.77017142,92.03310916
4009,Graham County*,Arizona,39525,114.8681707,114.9839191,114.2418501,107.2200216,135.5132275,125.660657,94.87488695,71.6
4011,Greenlee County,Arizona,9369,107.4623561,109.2957746,109.3340922,101.9273536,111.4006515,115.8045977,112.8798842,59.31372549
4012,La Paz County,Arizona,16710,104.453689,106.3964598,104.9111368,103.701016,104.2121685,98.56361149,99.18836659,127.7879342
4013,Maricopa County,Arizona,4585871,98.90270799,97.84107903,100.536943,104.770215,104.2354166,99.75142867,88.52430313,75.1110849
4015,Mohave County,Arizona,223682,102.5609679,101.6078926,98.38436558,106.8109184,114.0485951,99.87804878,97.42320907,97.10144928
4017,Navajo County,Arizona,109175,99.36269676,100.2598228,98.96948917,104.5199288,106.9339468,98.26331459,91.61118509,78.59545837
4019,Pima County,Arizona,1063162,97.64681824,96.89101881,95.87142928,104.5997867,105.9215406,97.68925313,87.1424506,78.11257651
4021,Pinal County*,Arizona,484239,106.5029105,109.5203405,113.980688,104.5848911,125.0727188,109.3843015,89.45525091,98.67366922
4023,Santa Cruz County,Arizona,49158,95.1488686,91.33004525,93.52753978,103.0821413,100.5270316,91.16774306,86.42831732,83.58843537
4025,Yavapai County,Arizona,249081,96.98139171,95.73782464,95.88276791,107.1818929,109.5078456,95.8691652,88.80004958,91.11614853
4027,Yuma County,Arkansas,213221,106.5614586,103.8695122,102.2203829,106.2171753,126.1373705,101.1231039,91.90103322,96.43784252
5001,Arkansas County,Arkansas,16307,94.01546698,93.68997212,92.70923625,105.4801408,92.16516675,94.92580182,93.8501292,52.48508946
5003,Ashley County,Arkansas,18262,93.53539635,94.05380757,94.45179428,104.1778976,97.15012723,89.45821084,90.77196096,69.18032787
5005,Baxter County,Arkansas,42875,95.47278198,93.17935423,92.92929293,110.5303223,102.3474178,92.68683631,89.67915957,78.49293564
5007,Benton County,Arkansas,311013,100.5474523,97.676204,98.74197398,106.4293138,103.3597567,103.6318277,89.65997665,66.42001409
5009,Boone County,Arkansas,38530,98.16900684,97.52354747,94.44788558,107.6304348,103.6443825,99.46224995,89.35321294,70.46263345
5011,Bradley County,Arkansas,10104,94.90740741,93.12261202,99.24522242,104.521477,95.61478934,97.33656174,88.16013629,64.0569395
5013,Calhoun County,Arkansas,4641,102.8409091,104.570528,91.32388524,97.9338843,116.4948454,108.4063047,102.2260274,59.75609756
5015,Carroll County,Arkansas,28814,101.2994271,97.01545442,97.52705953,106.6605839,110.3230337,101.6166961,95.76962283,74.64788732
5017,Chicot County*,Arkansas,9538,106.0488226,97.56564076,95.85376728,107.8066914,151.0083037,104.1020966,86.46153846,67.09265176
5019,Clark County,Arkansas,21274,92.59460438,91.12991959,93.04750869,98.31422792,91.77877429,96.71823722,85.7612782,74.6835443
5021,Clay County,Arkansas,14201,97.18133852,96.69715447,94.4812362,103.1687995,106.6237942,103.4897025,85.28259653,66.87898089
5023,Cleburne County,Arkansas,25445,99.49039592,97.51040543,95.10994681,104.260355,106.6382979,99.87228608,96.53518124,80.22312373
5025,Cleveland County,Arkansas,7378,98.44002152,95.16387807,96.91780822,103.7780401,103.8461538,102.2875817,92.78242678,66.8202765
5027,Columbia County,Arkansas,22150,93.9240063,91.40852841,92.37137331,101.1505588,99.33576885,91.81743421,87.24860933,64.66666667
5029,Conway County,Arkansas,21077,97.31323722,97.04728088,94.98706029,101.8496655,100.7166948,96.78009513,94.5134161,76.62337662
5031,Craighead County,Arkansas,113993,94.28527602,94.82712358,94.20706656,105.1896081,94.47562777,94.88581775,83.68766533,61.27040141
5033,Crawford County,Arkansas,61891,97.06743934,96.92479642,98.06033711,100.9899765,101.1401744,98.90880748,92.19030521,67.74193548
5035,Crittenden County,Arkansas,47139,89.7552532,90.34480119,91.73898343,105.203252,87.49803922,82.2152629,85.46536337,63.72443488
5037,Cross County,Arkansas,16420,95.33666429,93.34583977,93.61831442,101.3757116,98.28571429,94.9906367,89.25308974,78.45744681
5039,Dallas County,Arkansas,6185,95.91384226,96.31840796,94.75815523,107.3795181,100.6299213,100.5434783,89.98862344,59.67078189
5041,Desha County,Arkansas,10479,88.81081081,87.0716744,89.40700104,102.4495677,85.2173913,84.144427,87.40795287,64.1509434
5043,Drew County,Arkansas,16945,97.65542984,94.38260689,94.59713659,112.3567514,102.1481806,93.7148697,89.0770071,64.78873239
5045,Faulkner County,Arkansas,129951,93.78606898,95.78774437,94.61487162,101.2111449,93.25700343,96.59574468,86.93630461,63.43664182
5047,Franklin County,Arkansas,17468,99.52027413,98.1528592,99.03042461,109.6256684,105.723205,99.07407407,91.96556671,69.14285714
5049,Fulton County,Arkansas,12421,97.94422311,96.73456191,94.45284922,101.7593244,100.8496177,99.73368842,98.18819404,72.19827586
5051,Garland County,Arkansas,99784,93.76662718,93.36659934,93.69126663,105.6974085,97.44959028,93.61203202,86.73787889,75.29797378
5053,Grant County,Arkansas,18383,100.819314,99.11729008,99.57061069,110.7567825,101.0004548,104,94.60641399,67.09129512
5055,Greene County,Arkansas,46743,97.50285207,96.7183227,95.7755102,103.4344111,102.6452369,101.3756793,87.4015748,61.07205624
5057,Hempstead County,Arkansas,19343,95.75953851,92.33078837,95.28293954,104.2382589,95.1656222,94.67945922,91.88704617,76.38888889
5059,Hot Spring County*,Arkansas,33258,112.4433088,108.1967213,96.3153495,113.8712602,137.9487179,117.6885645,91.16743472,72.56097561
5061,Howard County,Arkansas,12533,94.21974276,93.94243162,95.06189634,107.3789847,91.75603217,91.92383454,90.22988506,67.04545455
5063,Independence County,Arkansas,38320,97.51559198,95.45864024,95.95524957,104.7804878,100.1309472,97.61546724,92.03931204,69.24664603
5065,Izard County*,Arkansas,14169,112.9075883,105.4381127,105.1325787,100.2877698,137.3939861,131.6091954,100,76.67910448
5067,Jackson County*,Arkansas,16784,101.6822879,97.93457631,91.69146006,97.12269273,112.2333478,111.0606061,88.27092511,75.71059432
5069,Jefferson County*,Arkansas,63661,98.98415278,96.47008295,96.53012622,104.7470005,112.5895066,100.1594472,85.13050356,64.75195822
5071,Johnson County,Arkansas,26129,100.3757669,98.86503067,98.79813796,103.1097034,101.187801,104.3464263,95.73853377,80.41594454
5073,Lafayette County,Arkansas,6095,96.35953608,94.18821648,96.73547768,107.5630252,103.9494471,89.83268983,90.03397508,92.59259259
5075,Lawrence County,Arkansas,16318,98.32280019,96.56523744,93.60374415,107.4130879,105.64392,101.1083123,88.99835796,58.12133072
5077,Lee County*,Arkansas,8201,134.1136169,127.7070064,115.4542097,99.23954373,238.5269122,153.6285363,82.10197711,82.47863248
5079,Lincoln County*,Arkansas,12898,182.479194,156.390155,151.3494567,103.7466548,350.1525941,214.556962,110.1123596,61.80555556
5081,Little River County,Arkansas,11805,93.93790044,96.73980222,95.52371104,109.4917788,100.6042296,90.31209363,82.54380273,75.14450867
5083,Logan County,Arkansas,21400,96.25825385,99.05131912,98.70255107,102.0359281,101.7994859,99.1087344,87.85394933,73.95833333
5085,Lonoke County,Arkansas,75944,97.96673792,97.71933257,96.26299031,108.310992,100.6787105,97.82166124,88.0605152,61.99460916
5087,Madison County,Arkansas,17775,101.0746606,101.0901629,98.4557596,104.0925267,102.1621622,105.0543222,97.63224181,77.8021978
5089,Marion County,Arkansas,17514,98.16700611,99.46627851,98,99.05027933,102.781457,98.45931632,98.28791055,82.30383973
5091,Miller County,Arkansas,42415,98.43274854,97.38050844,94.70251502,109.4844171,108.0638878,97.44736352,84.80603448,61.38996139
5093,Mississippi County,Arkansas,38663,98.1498565,94.82585763,93.47088638,109.8027953,102.9326724,93.37986464,89.34384537,64.04066074
5095,Monroe County,Arkansas,6512,90.52077238,91.05590062,88.7234465,103.1746032,86.59942363,95.21912351,83.46028292,70.38626609
5097,Montgomery County,Arkansas,8620,98.70908253,99.2248062,96.62970211,112.0095125,101.6497462,93.51005484,97.6006192,78.94736842
5099,Nevada County,Arkansas,8120,97.75937652,99.00181488,93.4712736,111.4594595,103.823178,99.51267057,88.33819242,63.66782007
5101,Newton County,Arkansas,7071,104.7191662,102.3653749,103.4285714,106.685633,109.6822995,106.8069307,106.2196307,73.51778656
5103,Ouachita County,Arkansas,21793,94.06055209,89.45929526,90.24526198,102.9680365,104.2020374,90.50092764,87.32876712,65.45166403
5105,Perry County,Arkansas,10184,103.1112884,99.71014493,97.72156787,112.9695886,102.8756957,104.4220326,96.02494154,89.43089431
5107,Phillips County,Arkansas,14961,87.78712188,88.5506043,85.37148131,108.3877449,86.05741066,83.01051467,79.27972373,59.77011494
5109,Pike County,Arkansas,10208,100.2353864,99.58722182,97.45245784,108.0724876,111.715089,104.7351525,87.75671406,62.29508197
5111,Poinsett County,Arkansas,22397,94.73958786,95.27692556,95.02202984,105.9212818,96.91470054,98.0706225,84.19811321,59.76027397
5113,Polk County,Arkansas,19436,97.05971814,96.14309131,97.33477577,103.1088083,102.3050515,96.6507177,92.87608943,74.73684211
5115,Pope County,Arkansas,64593,99.57053698,98.4212028,97.24196759,105.515274,103.4765305,100.802783,92.03635243,69.32132964
5117,Prairie County,Arkansas,8036,103.0318343,97.01246765,97.72727273,127.7638191,102.7154664,97.77327935,95.35333979,81.63265306
5119,Pulaski County,Arkansas,400009,91.34517414,92.39864367,91.5157962,103.5722863,93.25828863,90.21325971,82.943801,57.98553144
5121,Randolph County,Arkansas,18907,99.65153115,96.53211418,97.33494187,107.2164948,106.6939891,103.1406463,88.66571019,66.66666667
5123,St. Francis County*,Arkansas,22101,123.6038041,120.7704655,107.4092925,104.0469446,173.0474041,143.654601,90.0788709,70.36290323
5125,Saline County,Arkansas,129574,95.69564429,96.63792655,98.55911077,104.4633902,94.90623259,98.14017462,88.46100084,74.71526196
5127,Scott County,Arkansas,9851,105.9155518,101.9951967,98.60177955,115.687993,105.8823529,107.8691424,101.2131716,78.39721254
5129,Searcy County,Arkansas,7806,103.069719,101.9459186,95.22277228,105.9737157,100.2717391,100.3181336,110.5849582,79.6812749
5131,Sebastian County,Arkansas,129098,97.19553363,95.73207332,95.86638831,105.9820661,99.57058824,98.47654258,89.1651865,65.360134
5133,Sevier County,Arkansas,15632,102.1989393,98.96824487,100.5578093,99.87562189,110.2605863,101.8388318,102.0029674,72.5
5135,Sharp County,Arkansas,17968,97.147246,97.94425087,93.35474582,107.3689673,104.7756041,98.06004619,89.49925262,73.35526316
5137,Stone County,Arkansas,12671,99.88957249,97.81847134,96.41583149,105.0489827,105.751073,103.6414566,95.51616267,78.64271457
5139,Union County,Arkansas,37397,95.50920117,94.7060516,92.61353825,103.1703274,100.2807018,95.9214831,88.61843588,66.96517413
5141,Van Buren County,Arkansas,16142,100.6962576,98.02961408,97.28705854,109.6474954,102.8552005,100.7481297,94.94949495,93.26315789
5143,Washington County,Arkansas,261549,100.5959229,99.94075829,100.3967976,103.7967157,105.2478774,103.5051195,89.59058593,63.0618298
5145,White County,Arkansas,78452,97.05121443,96.0352313,95.84918421,109.0595516,95.67610063,98.509304,89.81200728,64.49115044
5147,Woodruff County,Arkansas,5964,94.77465709,91.01796407,90.29953917,103.617945,98.86547812,105.9679767,86.53158522,53.50877193
5149,Yell County,California,20044,100.821561,100.4869981,99.81264637,104.2495127,105.814978,104.4985555,99.16782247,55.35714286
6001,Alameda County,California,1622188,98.38400589,96.0043281,97.19147606,104.5772885,101.3118167,102.0708012,89.82522607,65.20218994
6003,Alpine County,California,1141,123.7254902,109.6654275,115.412844,96.3963964,157.2916667,108.3333333,135.625,113.0434783
6005,Amador County*,California,41811,120.2201622,113.6024265,120.6576981,110.3781882,149.2671928,151.7780939,96.12893276,85.20754717
6007,Butte County,California,207172,98.52428226,98.01043472,96.3651725,103.5649745,104.0569674,101.0715583,89.24419899,70.08338418
6009,Calaveras County,California,46565,100.0214777,100.1568803,98.97793054,105.9773829,103.3515732,103.4547857,94.84188699,87.98449612
6011,Colusa County,California,22037,104.6146704,105.7712792,103.5377114,108.1528662,104.8877625,104.4506816,102.1004098,89.09952607
6013,Contra Costa County,California,1155025,96.59765756,95.19893885,96.12826283,104.188844,99.73516464,98.55345002,88.42786573,68.57112269
6015,Del Norte County*,California,26589,112.7971188,124.159884,123.1901544,108.2732578,147.723824,115.8951668,94.58809381,72.58064516
6017,El Dorado County,California,192215,100.0447516,99.91738086,99.23389879,105.942386,103.3926355,101.8661756,95.03272299,82.77841561
6019,Fresno County,California,1017162,100.4406233,99.4319992,100.5355213,104.3835472,104.7135208,102.3812441,90.13688287,67.2313151
6021,Glenn County,California,28129,104.0403308,102.012204,103.0858173,108.6032389,107.2566372,102.8304921,100.1097293,80.03327787
6023,Humboldt County,California,133985,97.91281998,99.88845759,97.22132521,103.5967227,98.7256052,105.7699805,89.35880789,71.17449664
6025,Imperial County,California,179057,105.0771944,104.0948999,110.762935,102.6792549,123.7923672,105.1444421,89.20156187,70.01455604
6027,Inyo County,California,18527,102.5030058,100.5133807,98.51154646,108.0489047,102.4428274,107.6081788,99.76105137,79.9382716
6029,Kern County,California,913820,102.9038282,104.8128647,106.3236097,104.2071082,108.930912,104.0378799,93.31885156,72.42431354
6031,Kings County*,California,152682,123.3891262,125.264467,135.603176,104.440084,144.4589244,145.2407459,101.9605872,74.41108545
6033,Lake County,California,67878,100.0943313,99.80581916,98.20622138,105.1759048,104.5191357,98.5324145,96.18171985,87.68154922
6035,Lassen County*,California,28861,150.0303214,173.1825525,171.292791,108.6941341,248.4544049,164.2363776,102.5543666,89.11564626
6037,Los Angeles County,California,9663345,97.9066634,97.09076407,97.99802525,104.7104244,102.3796039,100.2988516,88.18515764,63.34783147
6039,Madera County,California,162858,95.64637618,94.49798268,93.07380751,105.3093592,91.36696852,92.31239493,93.92678282,81.08108108
6041,Marin County,California,254407,96.87591896,95.34706158,97.67845327,104.9047149,108.231227,100.1066517,86.65664189,72.19187063
6043,Mariposa County,California,16919,101.8973747,103.5779607,105.4464703,101.8303844,105.0425273,104.4508671,99.7417927,96.33027523
6045,Mendocino County,California,89108,98.47205827,99.11710887,99.24364962,104.2749624,102.9587695,101.34465,92.60938743,76.0938743
6047,Merced County,California,291920,102.7165912,101.7928517,101.3875464,105.8170836,107.9984112,101.8389878,94.11353468,69.99537679
6049,Modoc County,California,8500,98.59813084,102.7716186,103.0078466,102.5700935,96.00967352,98.16810345,100.5952381,87.69230769
